"INSTNM","PREDDEG","HCM2","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","SATVRMID","SATMTMID","SATWRMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTWR25","ACTWR75","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","SAT_AVG","SAT_AVG_ALL","NPT4_PUB","NPT4_PRIV","NPT41_PUB","NPT42_PUB","NPT43_PUB","NPT44_PUB","NPT45_PUB","NPT41_PRIV","NPT42_PRIV","NPT43_PRIV","NPT44_PRIV","NPT45_PRIV","RET_FT4","RET_FTL4","RET_PT4","RET_PTL4","GRAD_DEBT_MDN_SUPP","GRAD_DEBT_MDN10YR_SUPP","RPY_3YR_RT_SUPP","C150_4_POOLED_SUPP","C200_L4_POOLED_SUPP","md_earn_wne_p10","gt_25k_p6","POOR_Prop"
"Gordon College",3,0,516,653,499,639,507,648,585,569,578,22,29,22,31,22,29,7,12,26,27,26,10,1156,1156,NA,26144,NA,NA,NA,NA,NA,20049,22312,22522,25847,30802,0.8257,NA,NA,NA,27000,299.75535,0.962025316,0.720577938,NA,41600,0.642352939,0.128
"Gordon Cooper Technology Center",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1643,NA,-2493,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,0.9754,NA,0.95,NA,NA,NA,NA,0.955154175,28200,0.582644641,0.666666666666667
"Gordon State College",2,0,380,480,370,470,NA,NA,430,420,NA,15,19,14,20,16,18,NA,NA,17,17,17,NA,840,840,8798,NA,7416,8126,10702,11828,12000,NA,NA,NA,NA,NA,1,NA,NA,NA,16300,180.963415,0.437560976,0.136985471,NA,29900,0.44939965,0.486772486772487
"Goshen College",3,0,470,620,480,630,NA,NA,545,555,NA,21,30,21,31,22,29,NA,NA,26,26,26,NA,1123,1123,NA,19001,NA,NA,NA,NA,NA,16534,15691,16921,21211,25122,0.7679,NA,NA,NA,20857,231.5554569,0.950118765,0.705877941,NA,36300,0.613207519,0.192660550458716
"Goucher College",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24246,NA,NA,NA,NA,NA,14993,17885,23042,27209,35586,0.8537,NA,NA,NA,25000,277.55125,0.906458797,0.671355477,NA,45500,0.59105432,0.272727272727273
"Governors State University",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17000,188.73485,0.764,NA,NA,41700,0.697674394,NA
"Grabber School of Hair Design",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11630,NA,NA,NA,NA,NA,10652,12934,13974,15637,NA,NA,0.8333,NA,0.25,16325,181.2409663,0.5,NA,0.684211278,NA,0.278911561,0.614285714285714
"Grace Bible College",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12770,NA,NA,NA,NA,NA,11014,12981,12920,15507,16253,0.6569,NA,0.5,NA,23374,259.4993167,0.88172043,0.5244,NA,NA,0.545454562,0.380434782608696
"Grace College and Theological Seminary",3,0,457,580,460,570,NA,NA,519,515,NA,20,26,20,27,19,26,NA,NA,23,24,23,NA,1050,1050,NA,15799,NA,NA,NA,NA,NA,12005,12366,15983,19667,18511,0.7674,NA,NA,NA,22700,252.016535,0.948453608,0.5953222,NA,33200,0.516666651,0.206642066420664
"Grace College of Barbering",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14248,NA,NA,NA,NA,NA,12166,NA,16329,16329,NA,NA,0.6667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
"Grace College of Divinity",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9479,NA,NA,NA,NA,NA,9479,NA,NA,NA,NA,0.3333,NA,0.5714,NA,NA,NA,NA,0.200014286,NA,NA,NA,1
"Grace Mission University",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13866,NA,NA,NA,NA,NA,13887,13683,NA,NA,NA,0.8846,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,0.894736842105263
"Grace School of Theology",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grace University",3,0,400,465,423,528,410,498,433,476,454,19,24,17,25,17,24,NA,NA,22,21,21,NA,995,995,NA,14098,NA,NA,NA,NA,NA,10984,5568,14716,18634,20462,0.7183,NA,NA,NA,19500,216.489975,0.886255924,0.482776552,NA,33400,0.438848913,0.283018867924528
"Graceland University",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,277.55125,0.807351077,NA,NA,36600,0.600355268,NA
"Graceland University-Lamoni",3,0,390,520,373,530,NA,NA,455,452,NA,18,24,17,24,16,24,NA,NA,21,21,20,NA,969,969,NA,15767,NA,NA,NA,NA,NA,12786,11740,15703,17157,20561,0.7031,NA,NA,NA,25000,277.55125,0.807351077,0.486553846,NA,36600,0.600355268,0.255102040816327
"Graduate Theological Union",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grady Health System Professional Schools",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17000,188.73485,0.935897436,NA,NA,NA,0.879999995,NA
"Graham Hospital School of Nursing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24018,NA,NA,NA,NA,NA,NA,NA,NA,24018,NA,NA,1,NA,NA,23500,260.898175,0.861111111,NA,NA,NA,NA,NA
"Graham Webb International Academy of Hair",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13387,NA,NA,NA,NA,NA,13387,NA,NA,NA,NA,NA,0.7419,NA,0.7,9500,105.469475,0.8125,NA,0.777143988,31400,0.630573273,1
"Grambling State University",3,0,380,480,360,440,NA,NA,430,400,NA,16,20,15,20,16,19,NA,NA,18,18,18,NA,863,863,14501,NA,13814,14125,16416,18847,17456,NA,NA,NA,NA,NA,0.689,NA,0.8,NA,38172.5,423.7930036,0.351401869,0.313493139,NA,28300,0.388888896,0.654929577464789
"Grand Canyon University",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28309,NA,NA,NA,NA,NA,25838,27287,29978,31561,31580,0.5878,NA,0.2695,NA,18750,208.1634375,0.399403398,0.307268156,NA,45200,0.732954562,0.38961038961039
"Grand Rapids Community College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4709,NA,3170,3688,6585,8132,8169,NA,NA,NA,NA,NA,NA,0.5693,NA,0.4236,12000,133.2246,0.475942578,NA,0.198330435,28200,0.458140731,0.476605868358446
"Grand River Technical School",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,NA,-1047,3316,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8679,NA,NA,NA,NA,NA,NA,0.836695238,23700,0.545454562,0.6
"Grand Valley State University",3,0,470,590,490,620,465,585,530,555,525,21,26,21,27,21,26,7,8,24,24,24,8,1090,1090,16243,NA,11159,12506,15811,19122,20582,NA,NA,NA,NA,NA,0.8165,NA,0.5,NA,26500,294.204325,0.880742913,0.675498372,NA,39100,0.657232106,0.204598597038192
"Grand View University",3,0,380,450,400,480,360,440,415,440,400,19,23,17,23,18,24,6,8,21,20,21,7,979,979,NA,18229,NA,NA,NA,NA,NA,16178,16821,18435,19865,19858,0.6873,NA,NA,NA,25000,277.55125,0.842105263,0.485080488,NA,39200,0.736263752,0.266129032258065
"Granite State College",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14515,NA,14194,14592,14676,17409,17576,NA,NA,NA,NA,NA,0.6,NA,0.5,NA,17665,196.1177133,0.730874317,0.209682258,NA,32100,0.645161271,0.808510638297872
"Grantham University",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10744,NA,NA,NA,NA,NA,10427,11648,12678,14219,14645,0.3838,NA,0.1042,NA,13554,150.4771857,NA,NA,NA,NA,NA,0.837096774193548
"Gratz College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grays Harbor College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5855,NA,5286,5468,8136,12513,NA,NA,NA,NA,NA,NA,NA,0.633,NA,0.6667,11600,128.78378,0.490625,NA,0.390713907,26100,0.435318261,0.697368421052632
"Grayson College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8851,NA,8517,9197,11382,11638,NA,NA,NA,NA,NA,NA,NA,0.5557,NA,0.4475,8974.5,99.63534773,0.500998004,NA,0.25091791,32200,0.522842646,0.732758620689655
"Great Basin College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8188,NA,7017,8717,9130,11810,12845,NA,NA,NA,NA,NA,0.7895,NA,0.28,NA,12000,133.2246,0.650969529,0.431522624,NA,32000,0.529629648,0.553846153846154
"Great Bay Community College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16480,NA,15458,18761,18859,18859,18859,NA,NA,NA,NA,NA,NA,0.5658,NA,0.4481,14000,155.4287,0.778963415,NA,0.14770625,NA,0.642857134,0.695364238410596
"Great Falls College Montana State University",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9776,NA,8783,9901,12110,13562,13562,NA,NA,NA,NA,NA,NA,0.5111,NA,0.4203,NA,NA,0.686567164,NA,0.257752062,26600,0.49217391,0.616216216216216
"Great Lakes Christian College",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18391,NA,NA,NA,NA,NA,16943,19340,21675,17632,25256,0.3871,NA,0,NA,NA,NA,0.722627737,0.285723077,NA,29100,0.378378391,0.607142857142857
"Great Lakes Institute of Technology",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11556,NA,NA,NA,NA,NA,11020,10662,12868,14825,14068,NA,0.788,NA,NA,11095,123.1772448,0.541755889,NA,0.737437601,20200,0.329650104,0.647058823529412
"Great Oaks Institute of Technology and Career Development",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12676,NA,12316,12846,15595,NA,NA,NA,NA,NA,NA,NA,NA,0.7731,NA,NA,7600,84.37558,0.592841163,NA,0.817398365,39200,0.70524019,0.666666666666667
"Great Plains Technology Center",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10226,NA,10183,10534,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8992,NA,0.9143,NA,NA,NA,NA,0.831786654,32600,0.544303775,0.87719298245614
"Greater Altoona Career & Technology Center",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11251,NA,9537,12571,14165,14165,14165,NA,NA,NA,NA,NA,NA,0.9172,NA,0.8333,9500,105.469475,0.714285714,NA,0.918385714,28700,0.495652169,0.547619047619048
"Greater Johnstown Career and Technology Center",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11355,NA,11322,9119,12003,14319,14763,NA,NA,NA,NA,NA,NA,0.8283,NA,0.7647,8597.5,95.44987488,0.784313725,NA,0.985936973,36600,0.70157069,0.664383561643836
"Greater Lowell Technical School",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17021,NA,16991,17066,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875,NA,NA,5500,61.061275,0.894736842,NA,0.780502439,53400,0.919354856,0.6
"Green Country Technology Center",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4835,NA,4561,5797,6207,NA,NA,NA,NA,NA,NA,NA,NA,0.8846,NA,1,NA,NA,NA,NA,0.84695102,NA,NA,0.80952380952381
"Green Mountain College",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19990,NA,NA,NA,NA,NA,14500,14150,19300,23147,30386,0.7,NA,NA,NA,25000,277.55125,0.797235023,0.414047134,NA,30600,0.381107479,0.258741258741259
"Green River Community College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8079,NA,6451,7729,10034,12978,13391,NA,NA,NA,NA,NA,NA,0.6245,NA,0.5495,10396,115.4169118,0.585043018,NA,0.36391642,36600,0.57977885,0.521739130434783
"Greene County Career and Technology Center",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12839,NA,12963,10107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14580,161.867889,0.543859649,NA,0.882335294,NA,NA,0.956521739130435
"Greene County Vocational School District",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9738,NA,9508,9698,10325,11173,NA,NA,NA,NA,NA,NA,NA,0.8906,NA,0.9286,6333,70.30928265,0.590909091,NA,0.891828947,22100,0.521126747,0.6875
"Greenfield Community College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11130,NA,9775,9671,13989,13411,11674,NA,NA,NA,NA,NA,NA,0.6019,NA,0.5837,8000,88.8164,0.672064777,NA,0.261385227,27100,0.48086521,0.513227513227513
"Greensboro College",3,0,390,500,400,520,380,480,445,460,430,15,21,15,21,16,23,6,8,18,18,20,7,891,891,NA,19637,NA,NA,NA,NA,NA,13083,13812,15868,16691,25632,0.6044,NA,NA,NA,26375,292.8165688,0.790769231,0.325530913,NA,35100,0.610047817,0.137440758293839
"Greenville College",3,0,432,550,515,595,400,570,491,555,485,19,25,18,26,17,25,NA,NA,22,22,21,NA,1033,1033,NA,19125,NA,NA,NA,NA,NA,15854,14826,18100,20395,23596,0.729,NA,NA,NA,24550,272.5553275,0.879330944,0.523106436,NA,37700,0.535776615,0.218623481781377
"Greenville Technical College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8310,NA,8238,8772,11249,11515,NA,NA,NA,NA,NA,NA,NA,0.4889,NA,0.3735,19178,212.9151149,0.603998889,NA,0.127142957,28700,0.506096184,0.96028880866426
"Grinnell College",3,0,620,730,630,770,NA,NA,675,700,NA,28,32,26,32,28,34,NA,NA,30,29,31,NA,1357,1357,NA,19368,NA,NA,NA,NA,NA,10120,10432,16199,24219,34381,0.9324,NA,NA,NA,10775,119.6245888,0.970414201,0.879657401,NA,45600,0.563451767,0.18859649122807
"Grossmont College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2288,NA,2256,7759,7759,NA,NA,NA,NA,NA,NA,NA,NA,0.6914,NA,0.5394,4500,49.959225,0.62652439,NA,0.322331854,32300,0.481624752,0.994328922495274
"Guam Community College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5119,NA,4621,5313,6324,7376,NA,NA,NA,NA,NA,NA,NA,0.6667,NA,0.463,NA,NA,NA,NA,0.594972152,23100,0.257364333,0.56
"Guilford College",3,0,460,610,480,580,450,580,535,530,515,20,26,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,1067,1067,NA,28417,NA,NA,NA,NA,NA,24296,24502,25580,29007,34348,0.718,NA,0.5882,NA,27325,303.3635163,0.757002271,0.567502384,NA,38500,0.577981651,0.270903010033445
"Guilford Technical Community College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12692,NA,12386,12842,14890,16994,17563,NA,NA,NA,NA,NA,NA,0.4931,NA,0.4308,20000,222.041,0.344248874,NA,0.164218248,28800,0.40422833,0.8
"Gulf Coast State College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5057,NA,4488,5593,7187,6088,4364,NA,NA,NA,NA,NA,NA,NA,NA,NA,6985,77.54781925,0.589350181,0.348882822,NA,29900,0.46069181,0.648148148148148
"Gupton Jones College of Funeral Service",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16485,NA,NA,NA,NA,NA,15967,17853,18408,NA,NA,NA,0.6729,NA,NA,11813,131.1485167,0.475,NA,0.704416749,29100,0.513888896,0.752577319587629
"Gurnick Academy of Medical Arts",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21727,NA,NA,NA,NA,NA,20771,21367,21986,24493,24346,NA,0.871,NA,NA,16937.5,188.0409719,0.783333333,NA,0.824403226,NA,NA,0.484126984126984
"Gustavus Adolphus College",3,0,550,680,530,660,NA,NA,615,595,NA,24,30,23,30,24,29,NA,NA,27,27,27,NA,1224,1224,NA,23162,NA,NA,NA,NA,NA,14989,16671,19381,24012,29738,0.9205,NA,NA,NA,27000,299.75535,0.945914845,0.826650667,NA,50100,0.742732584,0.107070707070707
"GUTI The Premier Beauty & Wellness Academy",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12644,NA,NA,NA,NA,NA,12521,NA,15221,NA,NA,NA,0.8214,NA,NA,6469.5,71.82471248,0.287671233,NA,0.8691,NA,0.272727281,0.954545454545455
"Guy's Shreveport Academy of Cosmetology Inc",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12291,NA,NA,NA,NA,NA,12291,NA,NA,NA,NA,NA,0.875,NA,NA,9500,105.469475,0.564935065,NA,0.68574,15400,0.220338985,1
"Gwinnett College-Lilburn",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22191,NA,NA,NA,NA,NA,22177,NA,22984,NA,NA,NA,0.6333,NA,0.6579,16500,183.183825,0.400817996,NA,0.542415819,26400,0.401826471,0.982456140350877
"Gwinnett College-Sandy Springs",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16166,NA,NA,NA,NA,NA,15037,16667,NA,18636,18636,NA,0.6818,NA,0.84,10375,115.1837688,0.502512563,NA,0.6279712,25900,0.338624328,0.636363636363636
"Gwinnett Technical College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6336,NA,5611,6342,8326,10153,9978,NA,NA,NA,NA,NA,NA,0.5473,NA,0.5275,10281.5,114.1457271,0.593233674,NA,0.322595081,33600,0.528017223,0.67515923566879
"Gwynedd Mercy University",3,0,430,520,420,530,420,520,475,475,470,16,22,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,944,944,NA,23673,NA,NA,NA,NA,NA,19772,20154,22425,24305,26743,0.8222,NA,NA,NA,26000,288.6533,0.837728195,0.641199645,NA,52000,0.81127131,0.176229508196721
"H Councill Trenholm State Technical College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6067,NA,6002,6012,7346,5655,NA,NA,NA,NA,NA,NA,NA,0.4979,NA,0.4045,NA,NA,NA,NA,0.50624,21000,0.343648195,0.826086956521739
"Hacienda La Puente Adult Education",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7080,NA,6892,7913,8477,NA,NA,NA,NA,NA,NA,NA,NA,0.151,NA,0.297,NA,NA,NA,NA,0.773648845,23900,0.427450985,0.871794871794872
"Hagerstown Community College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6771,NA,5538,6711,7886,9327,9491,NA,NA,NA,NA,NA,NA,0.5416,NA,0.4076,11000,122.12255,0.689655172,NA,0.32545242,31800,0.529832959,0.490291262135922
"Hair Academy",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10403,NA,NA,NA,NA,NA,10403,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.675697297,NA,NA,1
"Hair Academy 110",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7716,NA,NA,NA,NA,NA,7716,NA,NA,NA,NA,NA,0.7778,NA,NA,NA,NA,0.366666667,NA,0.666664444,NA,NA,1
"Hair Academy II",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11079,NA,NA,NA,NA,NA,11079,11079,NA,NA,NA,NA,0.5161,NA,0.6667,7500,83.265375,0.090909091,NA,NA,NA,NA,0.956521739130435
"Hair Academy Inc-New Carrollton",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14455,NA,NA,NA,NA,NA,14094,14701,16201,NA,NA,NA,0.5106,NA,0.5,10673.5,118.4977307,0.268328446,NA,0.514305519,16900,0.273927391,0.623931623931624
"Hair Academy of Safford",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4536,NA,NA,NA,NA,NA,4536,NA,NA,NA,NA,NA,0.7447,NA,NA,NA,NA,0.425925926,NA,0.897392308,12600,NA,1
"Hair Academy Paul Mitchell Partner School",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12922,NA,NA,NA,NA,NA,12755,14779,14504,NA,NA,NA,0.6154,NA,0.5,12000,133.2246,0.644859813,NA,0.907416667,NA,NA,0.909090909090909
"Hair Arts Academy",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9186,NA,NA,NA,NA,NA,9186,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,0.596774194,NA,0.5526,NA,NA,1
"Hair California Beauty Academy",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7304,NA,NA,NA,NA,NA,7304,NA,NA,NA,NA,NA,0.85,NA,0.6667,NA,NA,NA,NA,0.811831183,NA,NA,1
"Hair Design Institute",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16342,NA,NA,NA,NA,NA,16342,NA,NA,NA,NA,NA,0.6,NA,0,7670,85.1527235,0.700854701,NA,NA,19400,0.324200898,1
"Hair Design Institute",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16342,NA,NA,NA,NA,NA,16342,NA,NA,NA,NA,NA,0.6,NA,0,7670,85.1527235,0.700854701,NA,NA,19400,0.324200898,0.964285714285714
"Hair Design Institute",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16323,NA,NA,NA,NA,NA,16325,16271,NA,NA,NA,NA,0.9091,NA,1,7670,85.1527235,0.700854701,NA,NA,19400,0.324200898,1
"Hair Design Institute",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16323,NA,NA,NA,NA,NA,16325,16271,NA,NA,NA,NA,0.9091,NA,1,7670,85.1527235,0.700854701,NA,NA,19400,0.324200898,0.964285714285714
